TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2031209	AT1G25550	AT1G25550.1	protein_coding	Member of HHO/HRS GARP type transcriptional repressor family. Involved in Pi uptake and Pi starvation signaling. Transcriptional repressors that functions with other NIGT genes as an important hub in the nutrient signaling network associated with the acquisition and use of nitrogen and phosphorus.	HHO3; HRS1 HOMOLOG3; NIGT1.1; NITRATE-INDUCIBLE, GARP-TYPE TRANSCRIPTIONAL REPRESSOR 1/HYPERSENSITIVE TO LOW PI-ELICITED PRIMARY ROOT SHORTENING 1.1	 mitochondrion, DNA binding, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, cellular response to hypoxia, cellular response to phosphate starvation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, protein binding, regulation of DNA-templated transcription, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1006229227	AT5G66320	AT5G66320.2	protein_coding	Encodes GATA transcription factor gene GNC, involved in regulating carbon and nitrogen metabolism. Expression occurs in aerial tissue at an early stage of  development and is inducible by nitrate.	GATA TRANSCRIPTION FACTOR 5; GATA5	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell differentiation, collective leaf structure, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, positive regulation of DNA-templated transcription, regulation of DNA-templated transcription, root, seed, sepal, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage, zinc ion binding	true
Gene:1009021232	AT1G53310	AT1G53310.3	protein_coding	Encodes one of four Arabidopsis phosphoenolpyruvate carboxylase proteins.Plays an important role in carbon and nitrogen metabolism.	ATPEPC1; ATPPC1; PEP(PHOSPHOENOLPYRUVATE) CARBOXYLASE 1; PEPC1; PHOSPHOENOLPYRUVATE CARBOXYLASE 1; PPC1	 cytoplasm, apoplast, vascular leaf, cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, apoplast, carpel, cauline leaf, cellular response to phosphate starvation, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, cytosol, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf development, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phosphoenolpyruvate carboxylase activity, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein tetramerization, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, tricarboxylic acid cycle, vascular leaf, vascular leaf senescent stage	true
Gene:2033147	AT1G06830	AT1G06830.1	protein_coding	Encodes a member of the CC-type glutaredoxin (ROXY) family that has been shown to interact with the transcription factor TGA2. CEPD1 is a non secreted polypeptide that is highly similar to  CEPD2 which is another member of a novel family related to glutaredoxins. It is induced by nitrogen starvation. It acts downstream of the CEP1 peptide in systemic N-demand signalling .The RNA is expressed in the phloem of cotelydon and leaf vasculature but the peptide is graft transmissible, traveling from the shoot to the root.	CEP DOWNSTREAM 1; CEPD1; ROXY6	 cytoplasm, root, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cellular response to nitrogen starvation, collective leaf structure, cotyledon, cotyledon vascular system, cytoplasm, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, leaf vascular system, nucleus, petal, petal differentiation and expansion stage, petiole, phloem, pollen, protein binding, root, root endodermis, root vascular system, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2154093	AT5G62530	AT5G62530.1	protein_coding	Encodes mitochondrial Delta-pyrroline-5-carboxylate dehydrogenase. Involved in the catabolism of proline to glutamate, protection from proline toxicity, and the remobilization of carbon and nitrogen from senescing leaves. Induced at pathogen infection sites. P5CDH and SRO5 (an overlapping gene in the sense orientation) generate 24-nt and 21-nt siRNAs, which together are components of a regulatory loop controlling reactive oxygen species (ROS) production and stress response.	ALDEHYDE DEHYDROGENASE 12A1; ALDH12A1; ARABIDOPSIS THALIANA DELTA1-PYRROLINE-5-CARBOXYLATE DEHYDROGENASE; ATP5CDH; DELTA1-PYRROLINE-5-CARBOXYLATE DEHYDROGENASE; P5CDH	 mitochondrion, vascular leaf, cultured plant cell, 1-pyrroline-5-carboxylate dehydrogenase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, aldehyde dehydrogenase (NAD+) activity, carpel, cauline leaf, cobalt ion binding, collective leaf structure, cotyledon, cultured plant cell, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, proline catabolic process to glutamate, proline metabolic process, reactive oxygen species metabolic process, response to salt stress, root, rosette leaf, seed, seed development, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage, whole plant, zinc ion binding	true
Gene:2206990	AT1G72140	AT1G72140.1	protein_coding	Tonoplast localized pH dependent, low affinity nitrogen transporter.In shoots,  expressed in leaf veins and mesophyll. In roots, GUS activity was detected in root vascular stele. More highly expressed in roots.	NPF5.12; TOB1; TRANSPORTER OF IBA1	 nucleus, plant-type vacuole, cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.10 ten leaves visible stage, carpel, collective leaf structure, cotyledon, cultured plant cell, dipeptide transmembrane transporter activity, flower, flower pedicel, flowering stage, hypocotyl, leaf, leaf lamina base, low-affinity nitrate transmembrane transporter activity, mature plant embryo stage, membrane, nitrate transmembrane transport, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo globular stage, plant-type vacuole, plant-type vacuole membrane, response to nematode, root, root vascular system, seed, sepal, shoot apex, shoot system, shoot system vascular system, stem, transmembrane transport, transmembrane transporter activity, tripeptide transmembrane transporter activity, vascular leaf	true
Gene:1005715252	AT1G15040	AT1G15040.1	protein_coding	Encodes a nitrogen regulated putative glutamine amidotransferase that represses shoot branching.	GAT; GAT1_2.1; GLUTAMINE AMIDOTRANSFERASE; GLUTAMINE AMIDOTRANSFERASE 1_2.1	 cellular component unknown, guard cell, hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides, hypocotyl, regulation of secondary shoot formation, root, root hair cell, trichoblast	true
Gene:6532546737	AT1G10010	AT1G10010.2	protein_coding	Encodes a high affinity amino acid transporter that is probably responsible for import of organic nitrogen into developing seeds. One of eight gene family members that encode amino acid permeases.  Most closely related to AAP1 (75%) identity.		 plasma membrane, acidic amino acid transmembrane transporter activity, acidic amino acid transport, amino acid transmembrane transport, amino acid transmembrane transporter activity, amino acid transport, embryo sac central cell, fruit, funicle, membrane, neutral L-amino acid transmembrane transporter activity, neutral amino acid transport, plant embryo, plant embryo bilateral stage, plant embryo globular stage, plasma membrane	false
Gene:6532551066	AT3G25790	AT3G25790.2	protein_coding	Encodes a nuclear localized member of the GARP family of transcription factors. Along with AtNIGT1/HRS1 it is involved in nitrate and phosphate signaling in the root. Transcriptional repressors that functions with other NIGT genes as an important hub in the nutrient signaling network associated with the acquisition and use of nitrogen and phosphorus.	HHO1; HRS1 HOMOLOGUE 1; NIGT1.3; NITRATE-INDUCIBLE, GARP-TYPE TRANSCRIPTIONAL REPRESSOR 1/HYPERSENSITIVE TO LOW PI-ELICITED PRIMARY ROOT SHORTENING 1.3	 nucleus, DNA binding, DNA-binding transcription factor activity, cellular response to phosphate starvation, hypocotyl, nucleus, protein binding, regulation of DNA-templated transcription, response to nitrate starvation, root	true
Gene:6532553164	AT4G15530	AT4G15530.7	protein_coding	Encodes a dual-targeted protein believed to act as a pyruvate, orthophosphate dikinase. These enzymes are normally associated with C4 photosynthesis which does not occur in Arabidopsis. However, PPDK may play a role in remobilizing nitrogen during leaf senescence in Arabidopsis. The product of the long transcript (.1 gene model) was shown to be targeted to the chloroplast, whereas the shorter transcript (no targeting sequence) accumulates in the cytosol. The two proteins were also found to be expressed in slightly different tissues.		 chloroplast, L mature pollen stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT cytosol, carpel, cauline leaf, chloroplast, chloroplast stroma, collective leaf structure, cotyledon, cultured plant cell, cytosol, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo globular stage, pollen, pollen tube cell, pyruvate metabolic process, pyruvate, phosphate dikinase activity, rosette leaf, seed, sepal, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532549033	AT1G02860	AT1G02860.3	protein_coding	Encodes a ubiquitin E3 ligase with RING and SPX domains that is involved in mediating immune responses and mediates degradation of PHT1s at plasma membranes.  Targeted by MIR827. Ubiquitinates PHT1;3, PHT1;2, PHT1;1/AtPT1 and PHT1;4/AtPT2.	SYG1	 mitochondrion, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, gynoecium, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant-type hypersensitive response, plasma membrane, pollen, protein binding, protein ubiquitination, receptacle, regulation of salicylic acid metabolic process, response to benzoic acid, response to nitrate, response to salicylic acid, root, rosette leaf, salicylic acid biosynthetic process, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, systemic acquired resistance, ubiquitin-protein transferase activity, vascular leaf, vascular leaf senescent stage	true
Gene:2011054	AT1G55010	AT1G55010.1	protein_coding	Predicted to encode a PR (pathogenesis-related) protein. Its expression is significantly induced in plants exposed to low nitrogen conditions and Cd stress. Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2.	PDF1.5; PLANT DEFENSIN 1.5	 extracellular region, cytoplasm, defense response, extracellular region, intracellular monoatomic cation homeostasis, leaf, molecular function unknown, plant-type cell wall, stem	false
Gene:1005713759	AT5G04140	AT5G04140.2	protein_coding	Encodes a gene whose sequence is similar to ferredoxin dependent glutamate synthase (Fd-GOGAT). Expression in leaves is induced by light and sucrose. Proposed to be involved in photorespiration and nitrogen assimilation. The mRNA is cell-to-cell mobile.	FD-GOGAT; FERREDOXIN-DEPENDENT GLUTAMATE SYNTHASE; FERREDOXIN-DEPENDENT GLUTAMATE SYNTHASE 1; GLS1; GLU1; GLUS; GLUTAMATE SYNTHASE 1	 chloroplast, chloroplast envelope, apoplast, vascular leaf, seedling development stage, L-glutamate biosynthetic process, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, ammonia assimilation cycle, apoplast, carpel, cauline leaf, cell-to-cell mobile RNA, chloroplast, chloroplast envelope, chloroplast stroma, collective leaf structure, cotyledon, endosperm, enzyme activator activity, epidermis, flower, flower pedicel, flowering stage, glutamate biosynthetic process, glutamate synthase (NADH) activity, glutamate synthase (ferredoxin) activity, guard cell, hypocotyl, inflorescence meristem, juvenile vascular leaf, leaf apex, leaf lamina base, leaf lamina vein, leaf mesophyll, mRNA binding, mature plant embryo stage, mitochondrion, petal, petal differentiation and expansion stage, petiole, photorespiration, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein binding, response to light stimulus, response to sucrose, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:3437494	AT2G47880	AT2G47880.1	protein_coding	Encodes a member of the CC-type glutaredoxin (ROXY) family. CEPD2 is a non secreted polypeptide that is highly similar to  CEPD1 which is another member of a novel family related to glutaredoxins. It is induced by nitrogen starvation. It acts downstream of the CEP1 peptide in systemic N-demand signalling .The RNA is expressed in the phloem of cotelydon and leaf vasculature but the peptide is graft transmissible, traveling from the shoot to the root.	CEP DOWNSTREAM 2; CEPD2; ROXY9	 cytoplasm, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, cauline leaf, cellular response to nitrogen starvation, collective leaf structure, cotyledon vascular system, cytoplasm, flower, flowering stage, guard cell, leaf lamina base, leaf vascular system, nucleus, petal, petal differentiation and expansion stage, petiole, phloem, protein binding, root, root endodermis, root vascular system, sepal, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532556936	AT1G72130	AT1G72130.3	protein_coding	Tonoplast localized pH dependent, low affinity nitrogen transporter.In shoots,  expressed in leaf veins and mesophyll. In roots, GUS activity was detected in root vascular stele. More highly expressed in roots.	NPF5.11	 dipeptide transmembrane transporter activity, guard cell, leaf, low-affinity nitrate transmembrane transporter activity, membrane, nitrate transmembrane transport, plant-type vacuole membrane, root vascular system, shoot system vascular system, transmembrane transport, transmembrane transporter activity, tripeptide transmembrane transporter activity	true
Gene:4515101859	AT4G15530	AT4G15530.6	protein_coding	Encodes a dual-targeted protein believed to act as a pyruvate, orthophosphate dikinase. These enzymes are normally associated with C4 photosynthesis which does not occur in Arabidopsis. However, PPDK may play a role in remobilizing nitrogen during leaf senescence in Arabidopsis. The product of the long transcript (.1 gene model) was shown to be targeted to the chloroplast, whereas the shorter transcript (no targeting sequence) accumulates in the cytosol. The two proteins were also found to be expressed in slightly different tissues.	PPDK; PYRUVATE ORTHOPHOSPHATE DIKINASE	 chloroplast, cytosol, seed, cultured plant cell, L mature pollen stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT cytosol, carpel, cauline leaf, chloroplast, chloroplast stroma, collective leaf structure, cotyledon, cultured plant cell, cytosol, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo globular stage, pollen, pollen tube cell, pyruvate metabolic process, pyruvate, phosphate dikinase activity, rosette leaf, seed, sepal, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532555994	AT1G55010	AT1G55010.2	protein_coding	Predicted to encode a PR (pathogenesis-related) protein. Its expression is significantly induced in plants exposed to low nitrogen conditions and Cd stress. Belongs to the plant defensin (PDF) family with the following members: At1g75830/PDF1.1, At5g44420/PDF1.2a, At2g26020/PDF1.2b, At5g44430/PDF1.2c, At2g26010/PDF1.3, At1g19610/PDF1.4, At1g55010/PDF1.5, At2g02120/PDF2.1, At2g02100/PDF2.2, At2g02130/PDF2.3, At1g61070/PDF2.4, At5g63660/PDF2.5, At2g02140/PDF2.6, At5g38330/PDF3.1 and At4g30070/PDF3.2.		 extracellular region, cytoplasm, defense response, extracellular region, intracellular monoatomic cation homeostasis, leaf, molecular function unknown, plant-type cell wall, stem	false
Gene:6532560489	AT3G30720	AT3G30720.3	protein_coding	QQS is an orphan gene that arose recently in the Arabidopsis thaliana lineage. It was first identified in a screen for genes with altered expression pattern in SS3 mutants which make an abundance of starch. Overexpression of QQS in Arabidopsis increases protein content and decreases total starch content. Thus it appears to function to modulate carbon/nitrogen allocation in Arabidopsis. Over expression of QQS in soybean, rice and maize also results in an increase in protein and decrease in starch levels suggesting that QQS affects similar pathways in a wide range of plants. QQS interacts with NF-YC4 in Arabidopsis and NF-YC4 homologs in rice, soybean and maize. In Arabidopsis QQS is localized the the cytoplasm and when complexed with NF-YC4 , it localizes to the nucleus. Putative OXS2-binding DEGs were constitutively activated by OXS2.	DEG6	 mitochondrion, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytosol, filament, flower, flower pedicel, flowering stage, fruit, guard cell, hydathode, hypocotyl, inflorescence meristem, innate immune response, leaf apex, leaf lamina, leaf lamina base, leaf trichome, mature plant embryo stage, mitochondrion, negative regulation of starch metabolic process, nucleus, papilla cell, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, positive regulation of protein metabolic process, protein binding, root, root cap, root tip, seed, sepal, shoot apex, shoot system, stamen, starch biosynthetic process, stem, style, vascular bundle, vascular leaf, vascular leaf senescent stage	false
Gene:2121998	AT4G24670	AT4G24670.1	protein_coding	Encodes a protein with similarity to the TAA1 trytophan aminotransferase involved in IAA biosynthesis. Double mutant analyses suggest that this protein is involved in regulating many aspects of plant growth and development from embryogenesis to flower formation and plays a role in ethylene-mediated signaling.TAR2 is required for reprogramming root architecture in response to low nitrogen conditions.	ATTAR2; TAR2; TRYPTOPHAN AMINOTRANSFERASE RELATED 2	 L-tryptophan:2-oxoglutarate aminotransferase activity, L-tryptophan:pyruvate aminotransferase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT flowering stage, amino acid metabolic process, carbon-sulfur lyase activity, carpel, cauline leaf, cellular response to nitrogen levels, collective leaf structure, cotyledon, cotyledon development, cotyledon vascular tissue pattern formation, defense response to bacterium, embryo development ending in seed dormancy, endoplasmic reticulum membrane, flower, flower development, flower pedicel, flowering stage, guard cell, gynoecium, gynoecium development, hypocotyl, indoleacetic acid biosynthetic process, lateral root development, leaf lamina base, maintenance of root meristem identity, mature plant embryo stage, pericycle, petal, petal differentiation and expansion stage, petiole, phloem or xylem histogenesis, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, positive gravitropism, primary root development, response to ethylene, root, root meristem, root vascular system, seed, sepal, shoot apex, shoot system, shoot system development, stamen, stem, transaminase activity, vascular leaf, vascular leaf senescent stage	true
Gene:3438953	AT4G33070	AT4G33070.1	protein_coding	Encodes hypoxia and drought induced pyruvate decarboxylase, which catalyzes the first step in ethanolic fermentation. Involved in response to nitrogen starvation and hypoxia.	ATPDC1; PDC1; PYRUVATE DECARBOXYLASE 1	 chloroplast, vascular leaf, cultured plant cell, aromatic amino acid family catabolic process to alcohol via Ehrlich pathway, cellular response to hypoxia, chloroplast, collective leaf structure, cultured plant cell, cytosol, flower, flowering stage, hypocotyl, magnesium ion binding, mature plant embryo stage, petal, petal differentiation and expansion stage, plant embryo, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pyruvate decarboxylase activity, response to anoxia, response to hypoxia, response to nitrate starvation, root, rosette leaf, seed, stamen, thiamine pyrophosphate binding, vascular leaf	true
Gene:2146329	AT5G27420	AT5G27420.1	protein_coding	Encodes CNI1 (Carbon/Nitrogen Insensitive1) (also named as ATL31), a RING type ubiquitin ligase that functions in the Carbon/Nitrogen response for growth phase transition in Arabidopsis seedlings. The mRNA is cell-to-cell mobile.	ARABIDOPSIS TOXICOS EN LEVADURA 31; ATL31; CARBON/NITROGEN INSENSITIVE 1; CNI1	 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, cauline leaf, cell-to-cell mobile RNA, cellular response to hypoxia, cellular response to nitrogen levels, chloroplast, collective leaf structure, cotyledon, defense response to bacterium, defense response to other organism, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, membrane, petal differentiation and expansion stage, petiole, plant sperm cell, pollen tube cell, protein ubiquitination, response to abscisic acid, root, sepal, shoot apex, stamen, stem, ubiquitin-protein transferase activity, vascular leaf, vascular leaf senescent stage	true
Gene:3702614	AT3G16350	AT3G16350.1	protein_coding	MYB-like transcription factor involved in nitrate signaling through regulation of CHL1.	NID1; NITROGEN RESPONSE DEFICIENCY 1	 nucleus, DNA-binding transcription factor activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cis-regulatory region sequence-specific DNA binding, collective leaf structure, cotyledon, flower, flowering stage, guard cell, hypocotyl, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant sperm cell, pollen, pollen tube cell, regulation of DNA-templated transcription, response to ethylene, response to gibberellin, response to nitrite, root, seed, sepal, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
Gene:2031714	AT1G32130	AT1G32130.1	protein_coding	The C-terminal portion of this protein has high homology to the C-termini of the IWS1 (Interacts With Spt6) proteins found in yeast and humans. Interacts with transcription factor BES1. Involved in brassinosteroid-regulated gene expression.	ARABIDOPSIS THALIANA IWS1 (FROM YEAST INTERACTS WITH SPT6); ATIWS1; HIGH NITROGEN INSENSITIVE 9; HNI9; IWS1	 nucleus, cultured plant cell, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, brassinosteroid mediated signaling pathway, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, protein binding, regulation of DNA-templated transcription elongation, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:6532545880	AT2G38100	AT2G38100.3	protein_coding	Encodes a nitrate transporter that is involved in nitrogen accumulation in embryos.		 extracellular region, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, amino acid transmembrane transporter activity, cotyledon, dipeptide transmembrane transporter activity, dipeptide transport, extracellular region, flower, flower pedicel, flowering stage, hypocotyl, membrane, nitrate transmembrane transport, plant embryo, plant sperm cell, root, sepal, shoot apex, shoot system, stem, transmembrane transport, transmembrane transporter activity, uracil transmembrane transporter activity, vascular leaf	false
Gene:2144225	AT5G11520	AT5G11520.1	protein_coding	Encodes the chloroplastic isozyme of aspartate aminotransferase.  Involved in aspartate biosynthesis and nitrogen metabolism. mRNA is expressed in senescing leaves.	ASP3; ASPARTATE AMINOTRANSFERASE 3; YELLOW-LEAF-SPECIFIC GENE 4; YLS4	 chloroplast, cytosol, peroxisome, vascular leaf, 2-oxoglutarate metabolic process, L mature pollen stage, L-aspartate:2-oxoglutarate aminotransferase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT cytosol, aspartate metabolic process, biosynthetic process, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cytosol, flower, flower pedicel, flowering stage, glutamate metabolic process, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, leaf senescence, mature plant embryo stage, mitochondrion, nitrogen compound metabolic process, peroxisome, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, pollen, pollen tube cell, pyridoxal phosphate binding, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:4515102358	AT5G50950	AT5G50950.3	protein_coding	Encodes a fumarase enzyme initially shown to be in the mitochondria through proteomic studies but later shown to be present in the cytosol using an RFP fluorescent protein tag. It appears to be important for the accumulation of fumarate from malate in leaves in the light, and helps to promote nitrogen assimilation under high nitrogen conditions. It does not appear to be necessary for lipid metabolism and seedling growth. Inhibition of fumarate accumulation results in an overall shift in the cold response of leaves, with a complete inhibition of cold acclimation of photosynthesis.	FUM2; FUMARASE 2	 chloroplast, root, L mature pollen stage, M germinated pollen stage, chloroplast, cold acclimation, cytosol, fumarate hydratase activity, fumarate metabolic process, guard cell, malate metabolic process, mitochondrion, nitrate assimilation, plastid, pollen, pollen tube cell, protein binding, protein tetramerization, regulation of photosynthesis, root, rosette leaf, tricarboxylic acid cycle, tricarboxylic acid cycle enzyme complex	true
Gene:1008490692	GSR1	GSR1	unknown	A genetic locus that is involved in regulating nitrogen partitioning.  Maps to chromosome 5 between CA72 and nga106.	GLUTAMINE SENSING REGULATOR 1; GSR1	 biological process unknown, cellular component unknown, molecular function unknown	false
