GeneID,#Name,Accession,Start,Stop,Strand,Locus,Locus tag,Protein product,Length,Protein Name
37862953,chromosome,NC_000964.3,3532107,3532298,-,,BSU34399,YP_009514003.1,63,hypothetical protein BSU_34399
938579,chromosome,NC_000964.3,3532325,3532810,-,padC,BSU34400,NP_391320.1,161,phenolic acid decarboxylase
938575,chromosome,NC_000964.3,3533419,3534102,-,racX,BSU34430,NP_391323.1,227,"promiscuous aminoacid racemase (prefers arginine, lysine and ornithine)"
938615,chromosome,NC_000964.3,3534118,3535473,-,pbpE,BSU34440,NP_391324.1,451,penicillin-binding protein 4*
936413,chromosome,NC_000964.3,3536012,3537433,-,sacB,BSU34450,NP_391325.1,473,levansucrase; levanase (moonlighting)
938616,chromosome,NC_000964.3,3537507,3539057,-,levB,BSU34460,NP_391326.1,516,"endolevanase, selectively cleaves the (beta-2,6) fructosyl bonds"
938612,chromosome,NC_000964.3,3539165,3540727,-,aspP,BSU34470,NP_391327.1,520,L-aspartate/L-glutamate / proton permease
936423,chromosome,NC_000964.3,3540717,3541406,-,yvdT,BSU34480,NP_391328.2,229,putative transcriptional regulator (TetR/AcrR family)
936401,chromosome,NC_000964.3,3541488,3541823,-,psmA,BSU34490,NP_391329.1,111,sodium / proton antiporter subunit A
938613,chromosome,NC_000964.3,3541823,3542143,-,psmB,BSU34500,NP_391330.1,106,sodium-proton two component antiporter subunit
936432,chromosome,NC_000964.3,3542179,3542691,-,yvdQ,BSU34510,NP_391331.1,170,conserved protein of unknown function
936442,chromosome,NC_000964.3,3542943,3544286,-,cotNP,BSU34520,NP_391332.1,447,spore coat protein; putative oxidoreductase
936427,chromosome,NC_000964.3,3544642,3545604,-,cotR,BSU34530,NP_391333.1,320,spore coat lipolytic enzyme
938625,chromosome,NC_000964.3,3546234,3546827,-,clpP,BSU34540,NP_391334.1,197,ATP-dependent Clp protease proteolytic subunit; Maxwell\\'s demon
938624,chromosome,NC_000964.3,3546873,3547553,-,mdxM,BSU34550,NP_391335.1,226,bifunctional beta-phosphoglucomutase / glucose-1-phosphate phosphodismutase
938623,chromosome,NC_000964.3,3547550,3549235,-,mdxL,BSU34560,NP_391336.1,561,"oligo-1,4-1,6-alpha-glucosidase (sucrase-maltase-isomaltase)"
938621,chromosome,NC_000964.3,3549228,3551501,-,mdxK,BSU34570,NP_391337.1,757,maltose phosphorylase
936479,chromosome,NC_000964.3,3551479,3552363,-,mdxJ,BSU34580,NP_391338.1,294,putative component of maltodextrin transporter
936499,chromosome,NC_000964.3,3552369,3553205,-,mdxG,BSU34590,NP_391339.1,278,maltodextrin ABC transporter (permease)
937063,chromosome,NC_000964.3,3553206,3554513,-,mdxF,BSU34600,NP_391340.1,435,maltodextrin ABC transport system (permease)
936522,chromosome,NC_000964.3,3554553,3555806,-,mdxE,BSU34610,NP_391341.1,417,maltose/maltodextrin-binding lipoprotein
936514,chromosome,NC_000964.3,3555902,3557671,-,mdxD,BSU34620,NP_391342.1,589,maltogenic alpha-amylase
936460,chromosome,NC_000964.3,3557784,3558734,-,mdxR,BSU34630,NP_391343.1,316,transcriptional activator of the maltodextrin operon (LacI family)
936504,chromosome,NC_000964.3,3558940,3559515,-,yvdD,BSU34640,NP_391344.1,191,putative enzyme
936515,chromosome,NC_000964.3,3559632,3559952,-,yvdC,BSU34650,NP_391345.1,106,putative pyrophosphohydrolase
937217,chromosome,NC_000964.3,3559979,3561571,-,yvdB,BSU34660,NP_391346.1,530,putative anion transporter
937999,chromosome,NC_000964.3,3561590,3562183,-,yvdA,BSU34670,NP_391347.1,197,putative carbonic anhydrase
936519,chromosome,NC_000964.3,3562566,3563543,-,yvcT,BSU34680,NP_391348.1,325,putative 2-ketogluconate reductase; hydroxypyruvate / glyoxylate reductase
938473,chromosome,NC_000964.3,3563581,3565521,-,psdB,BSU34690,NP_391349.1,646,lantibiotic ABC transporter (permease)
936524,chromosome,NC_000964.3,3565496,3566275,-,psdA,BSU34700,NP_391350.1,259,lantibiotic ABC transporter (ATP-binding protein)
938024,chromosome,NC_000964.3,3566358,3567428,-,psdS,BSU34710,NP_391351.1,356,two-component sensor histidine kinase
936531,chromosome,NC_000964.3,3567422,3568135,-,psdR,BSU34720,NP_391352.1,237,two-component response regulator
8303070,chromosome,NC_000964.3,3568282,3568491,-,yvzJ,BSU34729,YP_003097790.1,69,putative lipoprotein
936525,chromosome,NC_000964.3,3568527,3569291,-,yvcN,BSU34730,NP_391353.1,254,putative arylamine N-acetyltransferase
938474,chromosome,NC_000964.3,3569292,3569549,-,crh,BSU34740,NP_391354.1,85,catabolite repression HPr-like protein
936540,chromosome,NC_000964.3,3569573,3570523,-,whiA,BSU34750,NP_391355.1,316,putative morphogen
936527,chromosome,NC_000964.3,3570546,3571499,-,mgfK,BSU34760,NP_391356.2,317,gluconeogenesis morphogenetic factor (UDP-sugar binding)
936532,chromosome,NC_000964.3,3571501,3572388,-,yvcJ,BSU34770,NP_391357.1,295,GTPase possibly involved in regulator sRNA degradation
936528,chromosome,NC_000964.3,3572413,3572889,-,yvcI,BSU34780,NP_391358.1,158,putative triphosphate pyrophosphate hydrolase
936549,chromosome,NC_000964.3,3573207,3574157,-,trxB,BSU34790,NP_391359.1,316,thioredoxin reductase
936533,chromosome,NC_000964.3,3574363,3575784,-,cwlO,BSU34800,NP_391360.1,473,secreted cell wall DL-endopeptidase
936542,chromosome,NC_000964.3,3576165,3577619,-,yvcD,BSU34810,NP_391361.1,484,conserved protein of unknown function
936559,chromosome,NC_000964.3,3577745,3579514,-,bmrA,BSU34820,NP_391362.1,589,efflux transporter (ATP-binding and permease protein)
936541,chromosome,NC_000964.3,3579679,3580038,-,yvzA,BSU34830,NP_391363.1,119,conserved protein of unknown function
936563,chromosome,NC_000964.3,3580053,3581963,-,yvcB,BSU34840,NP_391364.1,636,conserved protein of unknown function
936576,chromosome,NC_000964.3,3581965,3582690,-,yvcA,BSU34850,NP_391365.1,241,putative lipoprotein
936552,chromosome,NC_000964.3,3582936,3583565,-,hisIE,BSU34860,NP_391366.1,209,bifunctional phosphoribosyl-AMP cyclohydrolase; phosphoribosyl-ATP pyrophosphohydrolase
936554,chromosome,NC_000964.3,3583562,3584320,-,hisF,BSU34870,NP_391367.1,252,imidazole glycerol phosphate synthase subunit
936580,chromosome,NC_000964.3,3584317,3585054,-,hisA,BSU34880,NP_391368.1,245,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
936590,chromosome,NC_000964.3,3585051,3585689,-,hisH,BSU34890,NP_391369.1,212,"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit"
936560,chromosome,NC_000964.3,3585690,3586274,-,hisB,BSU34900,NP_391370.1,194,imidazoleglycerol-phosphate dehydratase
936584,chromosome,NC_000964.3,3586271,3587554,-,hisD,BSU34910,NP_391371.1,427,histidinol dehydrogenase
936568,chromosome,NC_000964.3,3587551,3588192,-,hisG,BSU34920,NP_391372.1,213,ATP phosphoribosyltransferase
936602,chromosome,NC_000964.3,3588185,3589360,-,hisZ,BSU34930,NP_391373.1,391,histidyl-tRNA synthetase-like subunit of ATP phophoribosyltransferase
936591,chromosome,NC_000964.3,3589611,3590363,-,yvpB,BSU34940,NP_391374.1,250,putative hydratase
936594,chromosome,NC_000964.3,3590603,3591268,-,pelC,BSU34950,NP_391375.1,221,secreted pectate (polygalacturonate) lyase
936620,chromosome,NC_000964.3,3591288,3591806,-,hprF,BSU34960,NP_391376.1,172,dephosphorylated heptaprenylglyceryl phosphate O-acetyltransferase
936613,chromosome,NC_000964.3,3591810,3592460,-,ppaX,BSU34970,NP_391377.1,216,Hpr-associated pyrophosphatase
936603,chromosome,NC_000964.3,3592457,3593395,-,yvoD,BSU34980,NP_391378.1,312,putative integral inner membrane protein with nucleotide binding domain
936609,chromosome,NC_000964.3,3593419,3594228,-,lgt,BSU34990,NP_391379.1,269,prelipoprotein diacylglycerol transferase
936615,chromosome,NC_000964.3,3594242,3595174,-,hprK,BSU35000,NP_391380.1,310,serine/threonine protein kinase/phosphorylase (pyrophosphate-producing)
936621,chromosome,NC_000964.3,3595356,3596546,-,nagA,BSU35010,NP_391381.1,396,N-acetylglucosamine-6-phosphate deacetylase
936619,chromosome,NC_000964.3,3596543,3597271,-,nagBA,BSU35020,NP_391382.1,242,glucosamine-6-phosphate isomerase
936626,chromosome,NC_000964.3,3597289,3598020,-,nagR,BSU35030,NP_391383.1,243,transcriptional regulator (GntR family)
936623,chromosome,NC_000964.3,3598040,3601909,-,yvnB,BSU35040,NP_391384.1,1289,putative exported hydrolase
936639,chromosome,NC_000964.3,3602074,3602547,-,yvnA,BSU35050,NP_391385.1,157,putative transcriptional regulator
936624,chromosome,NC_000964.3,3602588,3603805,-,cypX,BSU35060,NP_391386.1,405,"cyclo-L-leucyl-L-leucyl dipeptide oxidase, pulcheriminic synthase"
936633,chromosome,NC_000964.3,3603821,3604567,-,pchC,BSU35070,NP_391387.1,248,"cyclodipeptide synthase (tRNA-dependent), pulcherimminic acid precursor"
936625,chromosome,NC_000964.3,3604993,3605502,-,pchR,BSU35080,NP_391388.1,169,transcriptional regulator for pulcherriminic acid synthesis
936643,chromosome,NC_000964.3,3605523,3606734,-,pchE,BSU35090,NP_391389.1,403,pulcherriminic acid efflux transporter
936638,chromosome,NC_000964.3,3606762,3607121,-,yvlD,BSU35100,NP_391390.1,119,putative integral phage holin-like membrane protein
936642,chromosome,NC_000964.3,3607123,3607320,-,yvlC,BSU35110,NP_391391.1,65,"membrane associated phage-like stress regulator, nisin resistance"
936656,chromosome,NC_000964.3,3607325,3608422,-,yvlB,BSU35120,NP_391392.1,365,"conserved protein of unknown function, stress-related"
936640,chromosome,NC_000964.3,3608447,3608773,-,yvlA,BSU35130,NP_391393.1,108,conserved protein of unknown function
936649,chromosome,NC_000964.3,3608991,3609221,-,yvkN,BSU35140,NP_391394.1,76,conserved protein of unknown function
936646,chromosome,NC_000964.3,3610064,3612937,-,uvrA,BSU35160,NP_391396.1,957,excinuclease ABC (subunit A)
936663,chromosome,NC_000964.3,3612945,3614930,-,uvrB,BSU35170,NP_391397.1,661,excinuclease ABC (subunit B)
936675,chromosome,NC_000964.3,3615116,3615346,-,csbA,BSU35180,NP_391398.1,76,conserved membrane protein of unknown function
936657,chromosome,NC_000964.3,3615793,3618288,-,yvkC,BSU35190,NP_391399.1,831,putative phosphotransferase
936683,chromosome,NC_000964.3,3618364,3618933,-,yvkB,BSU35200,NP_391400.1,189,putative transcriptional regulator (TetR/AcrR family)
938566,chromosome,NC_000964.3,3618964,3620298,-,yvkA,BSU35210,NP_391401.1,444,putative efflux transporter
936668,chromosome,NC_000964.3,3620346,3621539,-,minJ,BSU35220,NP_391402.1,397,topological determinant of cell division
936678,chromosome,NC_000964.3,3622356,3623798,-,ctpB,BSU35240,NP_391404.1,480,PDZ-containing carboxyl-terminal protease processing protease
936708,chromosome,NC_000964.3,3623938,3624828,-,ftsX,BSU35250,NP_391405.1,296,cell-division ABC transporter
936681,chromosome,NC_000964.3,3624821,3625507,-,ftsE,BSU35260,NP_391406.1,228,cell-division signal transducer (ATP-binding protein)
936703,chromosome,NC_000964.3,3625741,3626079,-,cccB,BSU35270,NP_391407.1,112,cytochrome c551
938534,chromosome,NC_000964.3,3626128,3627012,-,yvjA,BSU35280,NP_391408.2,294,putative integral inner membrane protein
936692,chromosome,NC_000964.3,3627139,3628240,-,prfB,BSU35290,NP_391409.1,366,peptide chain release factor 2
936711,chromosome,NC_000964.3,3628310,3630835,-,secA,BSU35300,NP_391410.1,841,translocase binding subunit (ATPase)
936715,chromosome,NC_000964.3,3631003,3631572,-,hpf,BSU35310,NP_391411.1,189,ribosome-associated sigma 54 modulation protein; ribosome dimerisation factor
8303029,chromosome,NC_000964.3,3631763,3632140,-,yvzG,BSU35319,YP_003097791.1,125,conserved protein of unknown function
936718,chromosome,NC_000964.3,3632150,3632491,-,fliT,BSU35320,NP_391412.1,113,flagellar assembly protein FliT involved in control of flagella expression
936720,chromosome,NC_000964.3,3632488,3632889,-,fliS,BSU35330,NP_391413.1,133,flagellar assembly protein FliS
936728,chromosome,NC_000964.3,3632911,3634407,-,fliD,BSU35340,NP_391414.1,498,flagellar hook-associated capping protein 2 (HAP2)
936737,chromosome,NC_000964.3,3634425,3634754,-,yvyC,BSU35350,NP_391415.1,109,putative flagellar protein of unknown function
936742,chromosome,NC_000964.3,3634987,3635901,-,hag,BSU35360,NP_391416.1,304,flagellin protein
936731,chromosome,NC_000964.3,3636046,3636270,-,csrA,BSU35370,NP_391417.1,74,carbon storage regulator
936732,chromosome,NC_000964.3,3636264,3636695,-,fliW,BSU35380,NP_391418.1,143,assembly factor of the flagellum
936735,chromosome,NC_000964.3,3636716,3637291,-,yviE,BSU35390,NP_391419.1,191,conserved protein of unknown function
936738,chromosome,NC_000964.3,3637338,3638234,-,flgL,BSU35400,NP_391420.1,298,flagellar hook-filament junction protein
936736,chromosome,NC_000964.3,3638245,3639768,-,flgK,BSU35410,NP_391421.1,507,flagellar hook-filament junction
936745,chromosome,NC_000964.3,3639787,3640269,-,flgN,BSU35420,NP_391422.1,160,factor required for flagellar based motility
936739,chromosome,NC_000964.3,3640285,3640551,-,flgM,BSU35430,NP_391423.1,88,anti-sigma factor repressor of sigma(D)-dependent transcription
936743,chromosome,NC_000964.3,3640632,3641051,-,yvyF,BSU35440,NP_391424.1,139,putative transcriptional regulator of flagella formation
936747,chromosome,NC_000964.3,3641125,3641847,-,comFC,BSU35450,NP_391425.2,240,component of the DNA transport apparatus
936749,chromosome,NC_000964.3,3641811,3642107,-,comFB,BSU35460,NP_391426.1,98,"regulator of competence, pole located"
938537,chromosome,NC_000964.3,3642167,3643558,-,comFA,BSU35470,NP_391427.1,463,ATP-dependent helicase competence protein
936763,chromosome,NC_000964.3,3643664,3644509,-,fakBA,BSU35480,NP_391428.1,281,fatty acid kinase fatty acid binding subunit A
936751,chromosome,NC_000964.3,3644607,3645296,-,degU,BSU35490,NP_391429.1,229,two-component response regulator
936752,chromosome,NC_000964.3,3645379,3646536,-,degS,BSU35500,NP_391430.1,385,two-component sensor histidine kinase
936754,chromosome,NC_000964.3,3646753,3647406,-,yvyE,BSU35510,NP_391431.1,217,putative translation regulator
936761,chromosome,NC_000964.3,3647406,3648581,-,tagV,BSU35520,NP_391432.1,391,teichoic acid-peptidoglycan tethering enzyme (LCP component) with transcription regulator domain
936757,chromosome,NC_000964.3,3648654,3649730,-,tagO,BSU35530,NP_391433.1,358,UDP-N-acetylglucosamine:undecaprenyl-P N-acetylglucosaminyl-1-P transferase
938535,chromosome,NC_000964.3,3649875,3651068,-,tuaH,BSU35540,NP_391434.1,397,putative glycosyltransferase (teichuronic acid)
937965,chromosome,NC_000964.3,3651097,3651855,-,tuaG,BSU35550,NP_391435.1,252,putative glycosyltransferase (teichuronic acid)
936768,chromosome,NC_000964.3,3651879,3652559,-,tuaF,BSU35560,NP_391436.1,226,putative hydrolase involved in teichuronic acid synthesis
936765,chromosome,NC_000964.3,3652588,3654054,-,tuaE,BSU35570,NP_391437.1,488,putative polymerase of teichuronic acid repeating units
936766,chromosome,NC_000964.3,3654139,3655524,-,tuaD,BSU35580,NP_391438.1,461,UDP-glucose 6-dehydrogenase (teichuronic acid)
936771,chromosome,NC_000964.3,3655586,3656755,-,tuaC,BSU35590,NP_391439.1,389,putative glycosyltransferase (teichuronic acid)
936770,chromosome,NC_000964.3,3656752,3658203,-,tuaB,BSU35600,NP_391440.1,483,putative exporter involved in biosynthesis of teichuronic acid
936777,chromosome,NC_000964.3,3659119,3660609,-,lytC,BSU35620,NP_391442.1,496,N-acetylmuramoyl-L-alanine amidase (major autolysin)
936795,chromosome,NC_000964.3,3660648,3662765,-,lytB,BSU35630,NP_391443.1,705,modifier of major autolysin amidase LytC
936784,chromosome,NC_000964.3,3662789,3663097,-,lytA,BSU35640,NP_391444.1,102,membrane bound lipoprotein
936787,chromosome,NC_000964.3,3663281,3664201,-,tagU,BSU35650,NP_391445.1,306,teichoic acid-peptidoglycan tethering enzyme (LCP component) with transcription regulator domain of major autolysin expression
936209,chromosome,NC_000964.3,3664241,3665383,-,mnaA,BSU35660,NP_391446.1,380,UDP-N-acetylmannosamine 2-epimerase
936797,chromosome,NC_000964.3,3665629,3666507,-,gtaB,BSU35670,NP_391447.1,292,UTP-glucose-1-phosphate uridylyltransferase
37862961,chromosome,NC_000964.3,3666841,3667059,-,,BSU35678,YP_009514004.1,72,hypothetical protein BSU_35678
936775,chromosome,NC_000964.3,3667209,3669911,-,ggaB,BSU35680,NP_391448.1,900,poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase
936513,chromosome,NC_000964.3,3673564,3675147,-,tagH,BSU35700,NP_391451.1,527,ATP-binding teichoic acid precursor transporter component
936794,chromosome,NC_000964.3,3675167,3675994,-,tagG,BSU35710,NP_391452.1,275,teichoic acid precursors permease
936803,chromosome,NC_000964.3,3676159,3678399,-,tagF,BSU35720,NP_391453.1,746,CDP-glycerol:polyglycerol phosphate glycero-phosphotransferase (poly(glycerol phosphate) polymerase)
936804,chromosome,NC_000964.3,3678399,3680420,-,tagE,BSU35730,NP_391454.1,673,UDP-glucose:polyglycerol phosphate alpha-glucosyltransferase
936809,chromosome,NC_000964.3,3680581,3680970,-,tagD,BSU35740,NP_391455.1,129,glycerol-3-phosphate cytidylyltransferase
936810,chromosome,NC_000964.3,3681370,3682140,-,tagA,BSU35750,NP_391456.1,256,"N-acetylmannosamine (ManNAc) C4 hydroxyl of a membrane-anchored N-acetylglucosaminyl diphospholipid (GlcNAc-pp-undecaprenyl, lipid I) glycosyltransferase"
936813,chromosome,NC_000964.3,3682173,3683318,-,tagB,BSU35760,NP_391457.1,381,"teichoic acid primase, CDP-glycerol:N-acetyl-beta-d-mannosaminyl-1, 4-N-acetyl-d-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase"
936812,chromosome,NC_000964.3,3683438,3684766,-,tagC,BSU35770,NP_391458.1,442,putative polyglycerol phosphate assembly and export protein (teichoic acid biosynthesis)
936822,chromosome,NC_000964.3,3684826,3687468,-,lytD,BSU35780,NP_391459.1,880,exported N-acetylglucosaminidase (major autolysin) (CWBP90)
936815,chromosome,NC_000964.3,3687597,3688547,-,pmiA,BSU35790,NP_391460.1,316,mannose-6-phosphate isomerase (active on aldose substrates with hydroxyl groups oriented in the same direction at the C-2 and C-3 positions as in mannose)
936814,chromosome,NC_000964.3,3688812,3690263,-,gerBA,BSU35800,NP_391461.2,483,component of germinant receptor B
936827,chromosome,NC_000964.3,3690269,3691375,-,gerBB,BSU35810,NP_391462.2,368,component of germinant receptor B
936819,chromosome,NC_000964.3,3691372,3692496,-,gerBC,BSU35820,NP_391463.1,374,lipoprotein component of the germination receptor B
936832,chromosome,NC_000964.3,3692533,3693906,-,ywtG,BSU35830,NP_391464.2,457,putative carbohydrate/proton transporter
936823,chromosome,NC_000964.3,3694239,3695207,-,tagT,BSU35840,NP_391465.2,322,teichoic acid-peptidoglycan tethering enzyme (LCP component) with transcription regulator domain of capsule synthesis
936824,chromosome,NC_000964.3,3695363,3696223,-,ribZB,BSU35850,NP_391466.1,286,"5-amino-6-ribitylamino-2,4(1H, 3H)-pyrimidinedione 5\\'-phosphate phosphatase (promiscuous activity)"
936837,chromosome,NC_000964.3,3696257,3697498,-,pgdS,BSU35860,NP_391467.1,413,gamma-DD-glutamyl hydrolase (PGA depolymerase)
936828,chromosome,NC_000964.3,3697639,3697806,-,edmS,BSU35870,NP_391468.1,55,factor required extrachromosomal elements maintenance
936830,chromosome,NC_000964.3,3697821,3698963,-,capA,BSU35880,NP_391469.1,380,capsular polyglutamate synthetase (acid resistance)
936840,chromosome,NC_000964.3,3698982,3699431,-,capC,BSU35890,NP_391470.1,149,capsular polyglutamate amide ligase/translocase subunit
936833,chromosome,NC_000964.3,3699446,3700627,-,capB,BSU35900,NP_391471.2,393,capsular polyglutamate synthetase (ATP-dependent amide ligase)
936836,chromosome,NC_000964.3,3701411,3702391,-,rbsR,BSU35910,NP_391472.1,326,"ribose operon repressor (LacI family, D-ribose)"
936844,chromosome,NC_000964.3,3702393,3703274,-,rbsK,BSU35920,NP_391473.1,293,ribokinase
936846,chromosome,NC_000964.3,3703271,3703666,-,rbsD,BSU35930,NP_391474.1,131,D-ribose pyranase
936839,chromosome,NC_000964.3,3703682,3705163,-,rbsA,BSU35940,NP_391475.1,493,ribose ABC transporter (ATP-binding protein)
936841,chromosome,NC_000964.3,3705165,3706133,-,rbsC,BSU35950,NP_391476.1,322,ribose ABC transporter (permease)
936848,chromosome,NC_000964.3,3706145,3707062,-,rbsB,BSU35960,NP_391477.1,305,ribose ABC transporter (ribose-binding lipoprotein)
936850,chromosome,NC_000964.3,3707144,3707680,-,ywsB,BSU35970,NP_391478.1,178,putative cell wall binding enzyme
936847,chromosome,NC_000964.3,3707836,3708132,-,ywsA,BSU35980,NP_391479.1,98,conserved protein of unknown function
936853,chromosome,NC_000964.3,3708172,3708699,-,ywrO,BSU35990,NP_391480.1,175,nitroreductase (unknown substrate)
936857,chromosome,NC_000964.3,3708799,3709566,-,alsD,BSU36000,NP_391481.1,255,alpha-acetolactate decarboxylase
936852,chromosome,NC_000964.3,3709628,3711340,-,alsS,BSU36010,NP_391482.2,570,alpha-acetolactate synthase
936860,chromosome,NC_000964.3,3711498,3712406,-,alsR,BSU36020,NP_391483.1,302,"transcriptional regulator controlling alsSD, ictEP expression (LysR family)"
936864,chromosome,NC_000964.3,3712617,3713945,-,ywrK,BSU36030,NP_391484.1,442,putative Na+/H+ antiporter
936867,chromosome,NC_000964.3,3714002,3714679,-,ywrJ,BSU36040,NP_391485.1,225,conserved protein of unknown function
936870,chromosome,NC_000964.3,3714739,3715881,-,cotB,BSU36050,NP_391486.1,380,spore coat protein (outer)
936858,chromosome,NC_000964.3,3716009,3717097,-,cotH,BSU36060,NP_391487.1,362,spore coat protein kinase
936865,chromosome,NC_000964.3,3717238,3717825,-,cotG,BSU36070,NP_391488.1,195,spore morphogenetic protein
37862966,chromosome,NC_000964.3,3717326,3717805,-,,BSU36079,YP_009514005.1,159,doubtful CDS (putative in frame frameshift)
936871,chromosome,NC_000964.3,3717999,3718616,-,ywrF,BSU36080,NP_391489.1,205,putative flavin-binding monooxygenase
936874,chromosome,NC_000964.3,3718794,3719129,-,ywrE,BSU36090,NP_391490.1,111,conserved protein of unknown function
936884,chromosome,NC_000964.3,3719134,3720711,-,hpxW,BSU36100,NP_391491.1,525,oxamate amidohydrolase
936886,chromosome,NC_000964.3,3720925,3721401,-,chrS,BSU36110,NP_391492.1,158,transcriptional negative regulator of chromate transport (Lrp/AsnC family)
936876,chromosome,NC_000964.3,3721415,3722008,-,chrB,BSU36120,NP_391493.1,197,chromate transporter subunit N
936879,chromosome,NC_000964.3,3722005,3722541,-,chrA,BSU36130,NP_391494.1,178,chromate transporter subunit C
936881,chromosome,NC_000964.3,3722568,3722789,-,ywqO,BSU36140,NP_391495.1,73,conserved protein of unknown function
936882,chromosome,NC_000964.3,3722786,3723331,-,ywqN,BSU36150,NP_391496.1,181,putative oxidoreductase
936887,chromosome,NC_000964.3,3723454,3724335,-,ywqM,BSU36160,NP_391497.1,293,putative transcriptional regulator (LysR family)
936894,chromosome,NC_000964.3,3724420,3725136,-,nfi,BSU36170,NP_391498.2,238,endonuclease V
936888,chromosome,NC_000964.3,3725146,3725610,-,rttO,BSU36180,NP_391499.1,154,putative ribonuclease antitoxin
936885,chromosome,NC_000964.3,3725600,3727408,-,rttN,BSU36190,NP_391500.1,602,putative ribonuclease toxin
937912,chromosome,NC_000964.3,3727427,3727687,-,ywqI,BSU36200,NP_391501.1,86,conserved protein of unknown function
937905,chromosome,NC_000964.3,3727697,3728119,-,ywqH,BSU36210,NP_391502.1,140,conserved protein of unknown function
37862967,chromosome,NC_000964.3,3728336,3728461,-,,BSU36215,YP_009514006.1,41,hypothetical protein BSU_36215
937891,chromosome,NC_000964.3,3728511,3729296,-,ywqG,BSU36220,NP_391503.1,261,conserved protein of unknown function
936890,chromosome,NC_000964.3,3729488,3730810,-,uglF,BSU36230,NP_391504.1,440,UDP-glucose dehydrogenase
936893,chromosome,NC_000964.3,3731005,3731769,-,ptpZ,BSU36240,NP_391505.1,254,protein tyrosine-phosphatase
936896,chromosome,NC_000964.3,3731822,3732535,-,ptkA,BSU36250,NP_391506.1,237,maintenance protein tyrosine kinase involved in biofilm formation
936897,chromosome,NC_000964.3,3732525,3733271,-,tkmA,BSU36260,NP_391507.1,248,modulator of PtkA protein tyrosine kinase activity; modulation of biofilm formation
8303126,chromosome,NC_000964.3,3733505,3733648,-,ywzD,BSU36269,YP_003097792.1,47,conserved protein of unknown function
936903,chromosome,NC_000964.3,3733852,3735462,-,ywqB,BSU36270,NP_391508.2,536,putative replication initiation protein
936906,chromosome,NC_000964.3,3735449,3738217,-,hepA,BSU36280,NP_391509.1,922,ATPase involved in RNA remodelling DNA recombination and repair
936907,chromosome,NC_000964.3,3738343,3739200,-,ywpJ,BSU36290,NP_391510.1,285,phosphatase of unidentified specificity (possibly promiscuous)
936908,chromosome,NC_000964.3,3739206,3739982,-,glcR,BSU36300,NP_391511.1,258,transcriptional regulator (glucose repression of catabolic operons)
936910,chromosome,NC_000964.3,3740206,3740547,-,ssbB,BSU36310,NP_391512.2,113,single-strand DNA-binding protein
936912,chromosome,NC_000964.3,3740624,3741007,-,ywpG,BSU36320,NP_391513.1,127,interaction partner of DynA
936915,chromosome,NC_000964.3,3741182,3741592,-,ywpF,BSU36330,NP_391514.1,136,conserved protein of unknown function
936904,chromosome,NC_000964.3,3741732,3742040,-,ywpE,BSU36340,NP_391515.1,102,putative sortase
936914,chromosome,NC_000964.3,3742384,3743220,-,ywpD,BSU36350,NP_391516.1,278,putative two-component sensor histidine kinase
936909,chromosome,NC_000964.3,3743267,3743659,-,mscL,BSU36360,NP_391517.1,130,large conductance mechanosensitive channel protein
936918,chromosome,NC_000964.3,3743732,3744157,-,fabZ,BSU36370,NP_391518.2,141,beta-hydroxyacyl
936919,chromosome,NC_000964.3,3744349,3745413,-,rapD,BSU36380,NP_391519.1,354,response regulator aspartate phosphatase
936913,chromosome,NC_000964.3,3745436,3746245,-,flhP,BSU36390,NP_391520.2,269,flagellar hook-basal body accessory protein
936927,chromosome,NC_000964.3,3746279,3747091,-,flhO,BSU36400,NP_391521.1,270,flagellar basal-body accessory rod protein
936916,chromosome,NC_000964.3,3747254,3748255,-,mbl,BSU36410,NP_391522.2,333,MreB-like morphogen
936917,chromosome,NC_000964.3,3748421,3748702,-,spoIIID,BSU36420,NP_391523.1,93,transcriptional regulator (stage III sporulation)
938188,chromosome,NC_000964.3,3748717,3748827,-,usd,BSU36430,NP_391524.1,36,putative factor required for translation of spoIIID
936923,chromosome,NC_000964.3,3749052,3749465,-,ywoH,BSU36440,NP_391525.1,137,putative transcriptional regulator (MarR family)
936928,chromosome,NC_000964.3,3749487,3750677,-,ywoG,BSU36450,NP_391526.1,396,putative efflux transporter
936925,chromosome,NC_000964.3,3750768,3752174,-,ywoF,BSU36460,NP_391527.1,468,putative pectin lyase
936935,chromosome,NC_000964.3,3752280,3753752,-,pucI,BSU36470,NP_391528.1,490,allantoin permease
938533,chromosome,NC_000964.3,3753933,3755291,-,ywoD,BSU36480,NP_391529.1,452,putative efflux transporter
936934,chromosome,NC_000964.3,3755291,3755860,-,ywoC,BSU36490,NP_391530.2,189,putative enzyme of isochorismatase family
936938,chromosome,NC_000964.3,3756044,3756508,-,ywoB,BSU36500,NP_391531.1,154,putative integral inner membrane protein
936933,chromosome,NC_000964.3,3756790,3758004,-,amtB,BSU36510,NP_391532.1,404,ammonium transporter
